tarih_saat,tarih,saat,tuketim_mwh,uretim_mwh,dogalgaz_mwh,komur_mwh,hidro_mwh,ruzgar_mwh,gunes_mwh,diger_mwh,ptf_tl_mwh
2023-01-02T05:00:00Z,2023-01-02,8,43356.2,44656.9,10410.7,14429.4,9110.2,1695.4,726,8285.2,3375.2
2023-01-02T06:00:00Z,2023-01-02,9,44799.3,46143.3,9141.1,14560.1,9274.4,1878.6,1416.7,9872.4,3122.83
2023-01-02T07:00:00Z,2023-01-02,10,45028,46378.8,10336.6,15162.5,9600.3,4127.4,2421.8,4730.2,3409.46
2023-01-02T08:00:00Z,2023-01-02,11,45489.6,46854.3,10151.9,14712.1,9988.3,4528,1812.1,5661.9,3080.12
2023-01-02T09:00:00Z,2023-01-02,12,44539.4,45875.6,10975,16153,8661.2,2470.3,2427.9,5188.2,3079.03
2023-01-02T10:00:00Z,2023-01-02,13,42882,44168.4,8179,15982,8383.8,2945.2,2087.1,6591.2,3326.39
2023-01-02T11:00:00Z,2023-01-02,14,43428.2,44731.1,10413.9,16048.5,9687.6,3730.2,1761.2,3089.6,3259.59
2023-01-02T12:00:00Z,2023-01-02,15,42192.1,43457.8,9057.8,15388.8,8862.5,4777.8,1501.6,3869.3,2904.1
2023-01-02T13:00:00Z,2023-01-02,16,41890.7,43147.4,9137.8,15799.2,7891.9,5096.6,1328.7,3893.4,2896.15
2023-01-02T14:00:00Z,2023-01-02,17,43206.4,44502.6,9823.3,14655.9,8706.9,6111.3,505.2,4700,2997.99
2023-01-02T15:00:00Z,2023-01-02,18,41592.4,42840.2,9029.4,14275.2,8156.5,4714.6,0,6664.5,3264.16
2023-01-02T16:00:00Z,2023-01-02,19,42031.9,43292.9,9356.9,14852.3,9145.1,5802.5,58.8,4077.2,2777.33
2023-01-02T17:00:00Z,2023-01-02,20,40105,41308.1,8565.1,12714.2,9313,5811.9,0,4903.9,2756.29
2023-01-02T18:00:00Z,2023-01-02,21,40060.1,41261.9,9148.2,14975.8,8502.5,6407,27.9,2200.6,3160.86
2023-01-02T19:00:00Z,2023-01-02,22,37621.4,38750,8811.4,13859.6,7579.9,4542.9,31.1,3925,2809
2023-01-02T20:00:00Z,2023-01-02,23,34867.4,35913.4,7859.5,10643.6,8147,3752.1,0,5511.3,2689.1
2023-01-02T21:00:00Z,2023-01-02,0,33991.3,35011.1,7846,11342.5,6734.6,5105.8,0,3982.2,2716.67
2023-01-02T22:00:00Z,2023-01-02,1,32737.7,33719.9,6370.4,11462.8,6271.7,1801,39.2,7774.7,2989.75
2023-01-02T23:00:00Z,2023-01-02,2,31513,32458.4,6463.3,10312.9,6878.2,3218.1,171.2,5414.8,2721.95
2023-01-03T00:00:00Z,2023-01-03,3,33031.9,34022.8,7794.6,11361.4,6404.4,2745.2,0,5717.2,2887.97
2023-01-03T01:00:00Z,2023-01-03,4,34204.2,35230.3,7312.2,12135.4,8170.8,1645.4,195.6,5770.9,2725.71
2023-01-03T02:00:00Z,2023-01-03,5,37409.4,38531.7,9939.4,12001.7,8576.9,2214.9,0,5798.8,2740.24
2023-01-03T03:00:00Z,2023-01-03,6,39070,40242.1,7986.6,14791.1,7729.1,3656.3,0,6079.1,3045.28
2023-01-03T04:00:00Z,2023-01-03,7,41588.2,42835.9,9573.5,15517.2,9369.9,2183.2,605.2,5586.7,3176.47
2023-01-03T05:00:00Z,2023-01-03,8,42603.1,43881.2,11408.6,13680.5,8129.4,2556,1185,6921.8,2992.99
2023-01-03T06:00:00Z,2023-01-03,9,43827.7,45142.5,10061.3,14615.6,9338.8,3951.8,1761,5414,3134.36
2023-01-03T07:00:00Z,2023-01-03,10,44928.1,46275.9,11239,16854.7,9325.5,3071.3,2329.8,3455.5,3287.65
2023-01-03T08:00:00Z,2023-01-03,11,43909.1,45226.4,9966,15577.9,9320.8,4229.1,2544.4,3588.1,3189.68
2023-01-03T09:00:00Z,2023-01-03,12,43958.9,45277.7,9134.7,16871.3,9438.7,3621.8,2165.2,4045.9,3112.64
2023-01-03T10:00:00Z,2023-01-03,13,43557.3,44864.1,10126.8,15964.3,8992.8,2595.5,2488.4,4696.2,2931.37
2023-01-03T11:00:00Z,2023-01-03,14,42819,44103.6,10232.9,16518.6,8911.3,5036.8,2063.2,1340.8,2965.36
2023-01-03T12:00:00Z,2023-01-03,15,42499.7,43774.7,8665.9,13543.1,8525,5108.8,1325.6,6606.2,2831.58
2023-01-03T13:00:00Z,2023-01-03,16,41420.7,42663.3,9859.4,14201.3,8264.8,4702.8,1099.8,4535.3,2889.08
2023-01-03T14:00:00Z,2023-01-03,17,42404.9,43677,10235.1,14045.3,8776.7,6434.5,368.7,3816.8,2913.46
2023-01-03T15:00:00Z,2023-01-03,18,41109.4,42342.7,9464.1,14628.6,7227.8,5379.1,196.9,5446.1,2875.12
2023-01-03T16:00:00Z,2023-01-03,19,42558.1,43834.9,9264.6,14808.1,7864.2,5424.6,272.7,6200.7,3062.82
2023-01-03T17:00:00Z,2023-01-03,20,39920.2,41117.8,9346.4,13981.7,8053.2,6188.8,118.9,3428.7,2692.68
2023-01-03T18:00:00Z,2023-01-03,21,39105.1,40278.3,9081.3,12866.4,7680.2,6398.2,0,4252.1,3049.8
2023-01-03T19:00:00Z,2023-01-03,22,37420.8,38543.4,8209.8,12233.2,7283.8,4610.1,157,6049.5,2732.86
2023-01-03T20:00:00Z,2023-01-03,23,35087,36139.6,8940.4,12053.2,6630.3,4217.9,221.9,4075.9,2809.82
2023-01-03T21:00:00Z,2023-01-03,0,34307.5,35336.7,6876.3,12422.4,7089.5,5055.5,176.5,3716.6,2727.56
2023-01-03T22:00:00Z,2023-01-03,1,31779.1,32732.5,6146.4,11823,6256,3856.8,307.4,4342.9,2517.78
2023-01-03T23:00:00Z,2023-01-03,2,32575.1,33552.4,6869.8,10549.3,6615.2,2792.7,0,6725.5,2871.01
2023-01-04T00:00:00Z,2023-01-04,3,32425,33397.8,7279.6,11774.6,7533.2,3429.6,287.7,3093,2650.3
2023-01-04T01:00:00Z,2023-01-04,4,36275.6,37363.8,7979.6,12786.9,8414.5,3115.9,0,5066.9,2750.61
2023-01-04T02:00:00Z,2023-01-04,5,37509,38634.3,8736.3,13562.3,7645.7,3196.6,38.4,5455,2789.68
2023-01-04T03:00:00Z,2023-01-04,6,39213.8,40390.2,8565,13277.1,8277.3,3748.8,243,6279.1,2998.37
2023-01-04T04:00:00Z,2023-01-04,7,42232.6,43499.6,10249.4,15605.7,9407.8,1764.2,760.3,5712.3,3118
2023-01-04T05:00:00Z,2023-01-04,8,42592.5,43870.2,11037.9,14831.3,8092.8,4203.7,817.2,4887.2,3064.29
2023-01-04T06:00:00Z,2023-01-04,9,45489.4,46854.1,11375.8,17285.8,8361.2,2852.3,2193.7,4785.3,2915.64
2023-01-04T07:00:00Z,2023-01-04,10,43958.3,45277,9434.9,15825.2,9528.6,3909.5,1738,4840.8,2821.95
2023-01-04T08:00:00Z,2023-01-04,11,43451.5,44755,8618.2,16151.9,8565.3,3656.6,1851.7,5911.2,3129.45
2023-01-04T09:00:00Z,2023-01-04,12,43952.1,45270.7,9718.6,14565.3,8362.9,5459.2,2691.9,4472.8,3402.85
2023-01-04T10:00:00Z,2023-01-04,13,43967.4,45286.5,8918.6,16453.7,9604.4,3789.4,1811.5,4709,3328.33
2023-01-04T11:00:00Z,2023-01-04,14,42883.2,44169.7,9062.5,15285.2,8494.5,5585.2,1678.5,4063.7,3121.56
2023-01-04T12:00:00Z,2023-01-04,15,42104.1,43367.2,9096.8,15456.4,8140.3,4866.3,1502.3,4305.2,3064.73
2023-01-04T13:00:00Z,2023-01-04,16,43390.7,44692.4,8544.2,16441.6,9458.9,4585.7,954.6,4707.4,3022.68
2023-01-04T14:00:00Z,2023-01-04,17,44218.7,45545.3,9814.8,15256.1,9255.1,6725,700.3,3793.9,2920.35
2023-01-04T15:00:00Z,2023-01-04,18,40931.2,42159.2,8677.1,14767.1,8046.7,6446.5,0,4221.7,2971.95
2023-01-04T16:00:00Z,2023-01-04,19,42715.5,43997,11003.1,14538.7,9812.8,6787.5,324.2,1530.7,3291.29
2023-01-04T17:00:00Z,2023-01-04,20,40222.9,41429.6,9053.5,14060.6,8916.2,5404.8,0,3994.6,2924.84
2023-01-04T18:00:00Z,2023-01-04,21,39621,40809.6,9351.5,14097.5,8356.4,5183.6,408.3,3412.3,2815.91
2023-01-04T19:00:00Z,2023-01-04,22,35712.9,36784.3,8180.2,11002.7,7516.3,5070.9,0,5014.1,2767.83
2023-01-04T20:00:00Z,2023-01-04,23,34833.5,35878.5,6909,12213.2,7292.2,4184.2,0,5279.9,2824.55
2023-01-04T21:00:00Z,2023-01-04,0,32625,33603.8,7424.9,12056.4,7357.8,3729.2,2,3033.5,2437.3
2023-01-04T22:00:00Z,2023-01-04,1,31960.4,32919.3,8594.1,10268.2,6507.9,4085.1,0,3463.9,2922.31
2023-01-04T23:00:00Z,2023-01-04,2,31442.3,32385.6,7795.3,10589,5595.6,2979,0,5426.7,2659.05
2023-01-05T00:00:00Z,2023-01-05,3,33299.3,34298.2,8162.5,11647.7,6181.8,3057.2,0,5249,2544.83
2023-01-05T01:00:00Z,2023-01-05,4,35571.5,36638.6,8935.3,12680,8026.8,3250.4,0,3746.2,2868.81
2023-01-05T02:00:00Z,2023-01-05,5,36613.5,37712,7835.9,12946.7,7867.1,2210.9,64.7,6786.6,2870.05
2023-01-05T03:00:00Z,2023-01-05,6,39226.4,40403.2,10387.4,13715.6,8009.9,2253.7,0,6036.7,2949.39
2023-01-05T04:00:00Z,2023-01-05,7,40836.5,42061.6,9051.7,14870.5,8512.9,3339.5,771.4,5515.7,2857.73
2023-01-05T05:00:00Z,2023-01-05,8,44030.1,45351,11868.7,16758.9,9544.8,3483.5,1185.6,2509.5,2989.5
2023-01-05T06:00:00Z,2023-01-05,9,44758.1,46100.8,11180.6,15929.5,8839,1456.9,1304.2,7390.6,3112.38
2023-01-05T07:00:00Z,2023-01-05,10,43603.7,44911.9,10325.1,16552.5,9221.4,2363.2,1941.9,4507.7,3080.45
2023-01-05T08:00:00Z,2023-01-05,11,45509.6,46874.9,9607.5,15876.9,9679.6,2019.2,2147.9,7543.9,3225.42
2023-01-05T09:00:00Z,2023-01-05,12,43104,44397.1,10290.4,14606.6,10063.3,3081.7,2184.7,4170.3,3063.91
2023-01-05T10:00:00Z,2023-01-05,13,42568.2,43845.3,10755,13793.6,9280.6,3705.3,1708.8,4601.9,3005.07
2023-01-05T11:00:00Z,2023-01-05,14,41792.3,43046.1,8994.4,14921.6,9013,5336.9,1758.1,3022,3061.15
2023-01-05T12:00:00Z,2023-01-05,15,41732.5,42984.5,8793.3,14768,10817.6,5891.8,1543.8,1170,2996.71
2023-01-05T13:00:00Z,2023-01-05,16,42255.7,43523.3,10123,14827.4,8892.7,3936.4,865.1,4878.7,3355.43
2023-01-05T14:00:00Z,2023-01-05,17,42833.2,44118.2,9732.8,13578.8,9272.2,6976.6,450.2,4107.5,3042.69
2023-01-05T15:00:00Z,2023-01-05,18,41736.1,42988.2,8929.7,13779.5,8007.8,6617.3,0,5653.9,3089.39
2023-01-05T16:00:00Z,2023-01-05,19,41476.4,42720.7,10146.4,14670.2,9420.1,6014.1,0,2469.9,2863.75
2023-01-05T17:00:00Z,2023-01-05,20,40290,41498.7,9416.8,13439,7973.8,5556.1,0,5113.1,3269.13
2023-01-05T18:00:00Z,2023-01-05,21,39685.5,40876,8791.7,14790.9,8618,6209.9,44.2,2421.2,2544.93
2023-01-05T19:00:00Z,2023-01-05,22,38523.7,39679.4,9082.5,13361.1,7881.7,4323,0,5031.2,2881.02
2023-01-05T20:00:00Z,2023-01-05,23,34199.4,35225.4,7858.4,12002.9,6377.8,3310.2,0,5676,2750.75
2023-01-05T21:00:00Z,2023-01-05,0,34561,35597.9,9107.9,12450.1,7500,4720.7,153.6,1665.6,2809.09
2023-01-05T22:00:00Z,2023-01-05,1,33726.4,34738.2,9164.5,12335.4,8139,4566.5,233,299.7,2378.3
2023-01-05T23:00:00Z,2023-01-05,2,32288.9,33257.6,7519.5,11889.1,6441.8,3281.7,198.1,3927.4,2722.03
2023-01-06T00:00:00Z,2023-01-06,3,33599,34607,7073.7,11621,7191.8,3748.3,83.7,4888.5,2972.86
2023-01-06T01:00:00Z,2023-01-06,4,33433.4,34436.4,7591.9,12215.3,7877.8,3004,79.7,3667.7,2734.59
2023-01-06T02:00:00Z,2023-01-06,5,37217.9,38334.4,8636.5,13214,7247.3,3364.2,0,5872.4,3155.7
2023-01-06T03:00:00Z,2023-01-06,6,38935.4,40103.4,7408.6,12387.5,6734,3183.6,0,10389.7,3096.32
2023-01-06T04:00:00Z,2023-01-06,7,41429.3,42672.2,9179.9,14162.8,8762,2571.4,663.6,7332.4,3018.5
2023-01-06T05:00:00Z,2023-01-06,8,43650,44959.5,10593,15927.8,8509.7,3334.5,983.4,5611.1,2962.58
2023-01-06T06:00:00Z,2023-01-06,9,45018.6,46369.2,10540.4,14517.2,8820.5,3411.6,1498.1,7581.4,3161.18
2023-01-06T07:00:00Z,2023-01-06,10,44596.9,45934.8,10486,15364,9043.7,3522.3,2026.2,5492.5,3034.67
2023-01-06T08:00:00Z,2023-01-06,11,46250.4,47638,9319.6,17392.9,10021.2,2332.4,2312.3,6259.7,3166.66
2023-01-06T09:00:00Z,2023-01-06,12,44265.2,45593.1,10089.3,16401.2,9520.2,4991.7,2192.7,2398,3083.77
2023-01-06T10:00:00Z,2023-01-06,13,43093.5,44386.3,10988.1,15784.1,8297.9,3726.7,2384.1,3205.3,2996.64
2023-01-06T11:00:00Z,2023-01-06,14,43062.1,44354,9704.1,14377.8,7938.3,4517.4,1992.3,5824,2950.3
2023-01-06T12:00:00Z,2023-01-06,15,42428.2,43701.1,9080.7,14761.9,8398.4,5111.9,1889.2,4459,3056.92
2023-01-06T13:00:00Z,2023-01-06,16,41664.3,42914.3,10201.8,15144.2,8703,7063.2,1183.2,618.8,2985.28
2023-01-06T14:00:00Z,2023-01-06,17,42743,44025.3,10308.9,14319.5,9279.1,4557.5,410.7,5149.7,2921.61
2023-01-06T15:00:00Z,2023-01-06,18,42828.8,44113.6,10700.2,14863.8,9044.2,6032.6,0,3472.8,3096.36
2023-01-06T16:00:00Z,2023-01-06,19,41814.1,43068.5,8930.7,14527,8170,6121.9,149.6,5169.3,2969.42
2023-01-06T17:00:00Z,2023-01-06,20,40677.6,41897.9,8821.6,15148.3,9466.5,5490.5,0,2971,2602.95
2023-01-06T18:00:00Z,2023-01-06,21,38906.4,40073.5,9973.7,13269.5,8270.8,5353,211.5,2994.9,2826.25
2023-01-06T19:00:00Z,2023-01-06,22,37445.6,38569,7717,13648.4,7687.7,5875,0,3640.8,2795.13
2023-01-06T20:00:00Z,2023-01-06,23,33979.7,34999.1,7876.6,11773.9,7874.4,6174.9,154.2,1145.3,2540.16
2023-01-06T21:00:00Z,2023-01-06,0,29666.8,30556.8,7378.6,10759.5,6354.7,4436.8,0,1627.2,2269.68
2023-01-06T22:00:00Z,2023-01-06,1,27227.1,28043.9,6351.7,9765.7,5322.4,4174,58.8,2371.3,2302.03
2023-01-06T23:00:00Z,2023-01-06,2,27990.7,28830.4,6021.5,9492.3,5847.1,2132,72.6,5264.9,2611.85
2023-01-07T00:00:00Z,2023-01-07,3,29143.6,30017.9,6871.9,10153.7,6048.6,2874.8,0,4068.9,2378.98
2023-01-07T01:00:00Z,2023-01-07,4,30445.9,31359.3,7520,10435.8,6848.6,2349.9,50.8,4154.2,2617.84
2023-01-07T02:00:00Z,2023-01-07,5,31427.1,32370,7240.3,11834.8,6857.4,2430.9,0,4006.5,2625.42
2023-01-07T03:00:00Z,2023-01-07,6,34962.7,36011.5,7843,12079.6,9174.1,3573.2,327.5,3014.1,2689.55
2023-01-07T04:00:00Z,2023-01-07,7,37408.7,38531,7100.2,11905.1,7912.8,2245.3,446,8921.5,3102.23
2023-01-07T05:00:00Z,2023-01-07,8,39585.4,40773,9892.6,14013.2,7423.8,2955.3,1197.3,5290.7,3305.62
2023-01-07T06:00:00Z,2023-01-07,9,40274.9,41483.2,8432.2,13613.8,7957.7,2215.1,1348.3,7916,3078
2023-01-07T07:00:00Z,2023-01-07,10,40662.4,41882.3,9351.8,13301,8972.5,1212.2,1665.9,7379,3175.23
2023-01-07T08:00:00Z,2023-01-07,11,40832.6,42057.6,9147.5,14044.6,7476.8,4386.2,1987.8,5014.7,2874.97
2023-01-07T09:00:00Z,2023-01-07,12,38987,40156.6,9381.3,13615.5,9266.7,3623.9,2480.5,1788.8,2921.16
2023-01-07T10:00:00Z,2023-01-07,13,38431.5,39584.4,8062.4,14268.2,6534.1,2949.2,2111.7,5658.9,2747.84
2023-01-07T11:00:00Z,2023-01-07,14,38376.6,39527.9,8767,13861.6,8087.5,2752.3,1895.6,4163.8,2900.53
2023-01-07T12:00:00Z,2023-01-07,15,38365,39516,8728.9,12155.1,7632.1,5547.5,1335.8,4116.6,2342.8
2023-01-07T13:00:00Z,2023-01-07,16,39042.8,40214.1,9581.5,13086,9043.6,5476.6,1069.2,1957.3,2737.98
2023-01-07T14:00:00Z,2023-01-07,17,37414.4,38536.8,9440.7,12502.4,7981.6,3806.4,427.6,4378,2768.68
2023-01-07T15:00:00Z,2023-01-07,18,37181.9,38297.3,8943.3,12562.5,7952.4,4421.7,80.7,4336.7,2858.96
2023-01-07T16:00:00Z,2023-01-07,19,37717.5,38849,7331.3,14157,7023,6002.8,0,4334.9,3074.89
2023-01-07T17:00:00Z,2023-01-07,20,35765.5,36838.4,7447.8,13532.5,7681.4,4990.2,0,3186.5,2836.91
2023-01-07T18:00:00Z,2023-01-07,21,34275,35303.3,7443.8,11459.8,7511.9,2800.1,54.4,6033.3,2690.19
2023-01-07T19:00:00Z,2023-01-07,22,32905.1,33892.2,8551.8,12695.4,7001.4,4249.5,0,1394.2,2878.94
2023-01-07T20:00:00Z,2023-01-07,23,30077.2,30979.5,7171.6,10377.2,6235.1,3917.2,119.1,3159.3,2691.17
2023-01-07T21:00:00Z,2023-01-07,0,28277.2,29125.5,6289.7,10012,4965.1,4871.6,0,2987.1,2556.68
2023-01-07T22:00:00Z,2023-01-07,1,27611.8,28440.2,5841.8,10408.6,5623.1,2856.8,272.5,3437.4,2392.14
2023-01-07T23:00:00Z,2023-01-07,2,27410,28232.3,6368.5,9788.6,5908.1,3113.1,0,3054,2543.3
2023-01-08T00:00:00Z,2023-01-08,3,28048,28889.5,6852.7,9606.2,6149.6,3191.4,81.5,3008,2300.41
2023-01-08T01:00:00Z,2023-01-08,4,30821.2,31745.8,7086.9,10545.7,6369.5,3032.4,336.9,4374.4,2235.38
2023-01-08T02:00:00Z,2023-01-08,5,32110.5,33073.9,7773,11172,6174.7,2539,77.5,5337.7,2593.57
2023-01-08T03:00:00Z,2023-01-08,6,34921.7,35969.4,6891.7,10495.4,7701.6,1626.3,272.5,8982,2842.08
2023-01-08T04:00:00Z,2023-01-08,7,37198.6,38314.6,8679.3,13077.4,7849.6,1538.6,369.3,6800.4,2954.61
2023-01-08T05:00:00Z,2023-01-08,8,37519.9,38645.5,8509.7,12389.7,7815.8,1794.6,1108.4,7027.4,3043.85
2023-01-08T06:00:00Z,2023-01-08,9,40095.3,41298.1,9654.3,13810.7,8130.1,1558.4,2052.1,6092.5,3080.34
2023-01-08T07:00:00Z,2023-01-08,10,41237.9,42475.1,8615.2,14854.7,9650.1,2443.6,1345.4,5566,2710.69
2023-01-08T08:00:00Z,2023-01-08,11,39951.3,41149.8,9695.6,13827.5,8933.6,3604,1748.6,3340.5,2822.61
2023-01-08T09:00:00Z,2023-01-08,12,38867.8,40033.8,8851.4,12307.9,8378,2731.3,2141.8,5623.5,2647.09
2023-01-08T10:00:00Z,2023-01-08,13,39710.5,40901.8,9527.2,14956.1,8414.8,4105,1781.6,2117.2,2849.9
2023-01-08T11:00:00Z,2023-01-08,14,38493,39647.8,7970.4,12855,7840.2,4477.5,1845.8,4658.9,2639.44
2023-01-08T12:00:00Z,2023-01-08,15,38765.8,39928.8,9294.2,13164,9068.4,5685.5,1115.1,1601.5,2752.09
2023-01-08T13:00:00Z,2023-01-08,16,38138.2,39282.3,8159.7,13964.2,7647.1,4908.4,1184.6,3418.4,2959.13
2023-01-08T14:00:00Z,2023-01-08,17,38377.7,39529,9384.5,13336.4,8505,5398.8,404.4,2499.8,2879.26
2023-01-08T15:00:00Z,2023-01-08,18,38734.1,39896.1,9101.8,12518.6,7139.4,5665.1,0,5471.1,3048.58
2023-01-08T16:00:00Z,2023-01-08,19,37564.4,38691.3,8974.3,13970,8178.7,6065,0,1503.3,2699.22
2023-01-08T17:00:00Z,2023-01-08,20,36237.7,37324.8,9634.2,13320.7,6908.8,5574.4,165.7,1721,2703.78
2023-01-08T18:00:00Z,2023-01-08,21,33881.6,34898,7493.1,13091.7,7230.4,4904.7,108.3,2069.8,3060.83
2023-01-08T19:00:00Z,2023-01-08,22,32815.9,33800.4,7960.8,12949.7,6623.4,4015.5,0,2251,2331
2023-01-08T20:00:00Z,2023-01-08,23,30145.7,31050,6926.2,10694.2,7214.5,4009.8,0,2205.4,2354.47
2023-01-08T21:00:00Z,2023-01-08,0,34537.8,35573.9,8363.5,10886.3,7276.1,3420.5,412.8,5214.7,3052.4
2023-01-08T22:00:00Z,2023-01-08,1,32258.8,33226.6,6776,11426,7104.7,3483.9,4.1,4432,2502.04
2023-01-08T23:00:00Z,2023-01-08,2,31353,32293.5,7765.3,11404.9,6024.3,3834.3,0,3264.6,2679.36
2023-01-09T00:00:00Z,2023-01-09,3,33904.6,34921.7,8043.8,12676.3,7688.1,3615.1,151.8,2746.6,2842.4
2023-01-09T01:00:00Z,2023-01-09,4,34113.2,35136.6,8331.4,11372.6,7722,3380,49.5,4281,2440.89
2023-01-09T02:00:00Z,2023-01-09,5,35563.9,36630.8,7920.3,11782.2,8147.1,2141.5,108,6531.7,2825.62
2023-01-09T03:00:00Z,2023-01-09,6,38369.6,39520.6,8618.2,12961.1,8664.1,3477.8,123.2,5676.2,3020.56
2023-01-09T04:00:00Z,2023-01-09,7,41359,42599.8,9694.5,15001,8925.8,2086.1,499.9,6392.5,2894.97
2023-01-09T05:00:00Z,2023-01-09,8,42745.8,44028.1,10314.2,14478.7,9410,2514.7,1236.2,6074.3,3291.03
2023-01-09T06:00:00Z,2023-01-09,9,44401,45733,9546.2,14588.1,8924.1,1806.3,1445.5,9422.9,3050.4
2023-01-09T07:00:00Z,2023-01-09,10,44253.4,45581,10700.6,14941.1,9395.2,2369.2,2269.8,5905.1,3108.54
2023-01-09T08:00:00Z,2023-01-09,11,42888.2,44174.8,8741.7,13650.5,8823.8,2488.3,2160.8,8309.7,3038.38
2023-01-09T09:00:00Z,2023-01-09,12,43434.8,44737.9,10609.6,15409.9,9010.8,2683.2,1902.9,5121.5,3170.7
2023-01-09T10:00:00Z,2023-01-09,13,44256.8,45584.5,9665.6,16458.6,8456.3,4688.7,1621.4,4694,3082.28
2023-01-09T11:00:00Z,2023-01-09,14,42227.9,43494.7,9888.2,14637.3,9788.1,6063.6,2171.9,945.6,2902.49
2023-01-09T12:00:00Z,2023-01-09,15,41870.9,43127.1,8468.4,15086,9603.2,4091,1401.5,4476.9,3009.08
2023-01-09T13:00:00Z,2023-01-09,16,42130,43393.9,9965.3,14129.7,9276.8,4917.5,646.5,4458,3184.69
